date,AAPLclose,axpclose,catclose,baclose,cscoclose,cvxclose,ibmclose,msftclose,pgclose,xomclose
2015-01-06,99.1003,82.8416,76.0051,114.7816,23.7546,91.6649,137.0417,42.2036,78.4225,77.2855
2015-01-07,100.4899,84.6509,75.516,116.5637,23.7459,91.6225,134.0862,41.5886,78.0653,76.8747
2015-01-08,104.351,85.8509,76.6863,118.6248,23.9653,91.5462,133.2099,42.117,78.4748,77.6536
2015-01-09,104.4629,84.7634,77.4723,118.3908,24.1497,93.6411,136.1052,43.356,79.3722,78.9461
2015-01-12,101.8889,83.90100000000001,76.5466,117.7878,24.3955,91.7752,136.69799999999998,42.9916,78.6316,78.8349
2015-01-13,102.7935,83.6479,75.8828,118.0578,24.6237,89.7991,134.4041,42.4541,78.3441,77.3198
2015-01-14,102.4018,81.623,75.4287,117.3467,24.6632,88.3742,134.722,42.2309,78.6752,77.0373
2015-01-15,99.6226,80.5074,75.1667,117.1307,24.5096,88.1198,133.8543,41.8665,78.4051,76.8148
2015-01-16,98.8485,80.6574,74.2422,117.7068,24.0619,87.0766,132.7975,41.4338,78.2918,76.1471
2015-01-20,101.3946,81.8011,73.8372,118.1028,24.2989,89.1545,135.0055,42.1261,79.5029,77.99600000000001
2015-01-21,102.1687,82.1855,73.934,119.1738,24.6413,90.2995,134.8423,42.2628,79.4506,77.9703
2015-01-22,104.8266,79.0919,75.1667,122.0809,24.4394,91.7328,130.6669,41.8346,79.6117,78.638
2015-01-23,105.3675,78.8669,76.4434,121.1629,25.0187,92.3774,133.502,42.937,80.3926,79.4939
2015-01-26,105.4795,78.0888,75.378,120.6679,24.7642,90.6217,133.9144,42.9825,79.0413,77.7991
2015-01-27,101.7863,77.2451,75.7478,119.2368,24.5535,92.3434,134.3354,42.8276,78.6026,78.5438
2015-01-28,107.5406,76.6171,70.3065,125.6811,23.6142,91.8176,132.0243,38.8646,75.8913,77.8505
2015-01-29,110.8887,76.8702,70.4473,133.0074,23.5308,87.9586,130.2029,37.5254,74.7155,75.2826
2015-01-30,109.2659,75.6421,70.4385,130.8383,23.8951,87.3565,133.5794,38.2725,75.1718,74.9659
2015-02-02,110.6369,76.992,70.4121,131.6393,23.1445,86.9579,131.715,36.8057,73.9609,74.8289
2015-02-03,110.6555,78.4919,71.1781,132.6114,23.5527,89.9517,132.8749,37.6074,74.6892,76.6778
2015-02-04,111.5042,78.3795,73.89,132.5034,23.8073,92.8947,136.1482,37.8989,75.4175,78.9632
2015-02-05,112.3,79.4294,72.1555,133.7454,23.4298,91.8939,134.8509,38.1176,75.2771,78.28699999999999
2015-02-06,111.3544,79.6919,73.5819,133.2054,23.9302,92.7081,135.6671,38.6733,76.0755,79.0574
2015-02-09,112.0941,79.6637,73.2649,132.8274,23.9127,92.9626,135.5892,38.6369,75.1191,78.9108
2015-02-10,114.2475,80.4699,74.5504,133.2414,23.8073,93.65799999999999,134.75,38.5913,74.6277,78.9626
2015-02-11,116.9254,80.6293,73.8724,133.9568,24.1321,93.446,137.1811,38.81,74.9261,78.4882
2015-02-12,118.4047,75.4453,73.441,134.1108,23.6405,93.2764,136.8697,38.6096,75.1454,78.1346
2015-02-13,118.9852,73.1954,73.5466,135.5959,25.8615,94.9464,137.1465,39.2564,75.4876,79.6611
2015-02-17,119.6875,74.1328,74.9554,135.768,25.8352,96.5908,138.773,39.967,75.3736,80.5235
2015-02-18,120.5161,74.7891,75.1755,136.9,25.7298,96.2654,139.2575,39.9853,75.0138,80.2476
2015-02-19,120.26799999999999,73.4954,74.6648,139.2365,25.8878,94.5867,140.3217,39.9395,75.6895,78.4882
2015-02-20,121.2464,74.8359,73.3441,143.366,25.7298,92.7967,141.7925,39.9119,74.7681,77.1342
2015-02-23,124.5281,75.2765,74.3479,140.13299999999998,25.9932,93.0109,141.5848,40.2376,74.4698,77.5482
2015-02-24,123.751,75.8015,73.5114,139.80700000000002,26.0107,92.3771,140.9446,40.5083,74.9261,76.7634
2015-02-25,120.5863,77.0295,74.4007,138.5663,26.0107,92.4627,142.6057,40.4533,75.0226,77.117
2015-02-26,122.1078,78.042,74.973,137.4072,25.8878,92.9937,140.8581,40.3615,74.9875,77.2722
2015-02-27,120.2773,76.4858,73.7844,136.6102,26.2565,91.6919,139.1797,40.4211,74.733,76.4529
2015-03-02,120.8672,76.8983,72.9919,139.2818,25.9054,91.3665,140.1054,40.2331,74.6979,76.3581
2015-03-03,121.12,76.7858,73.08,140.8847,26.5023,90.6984,138.8422,40.2606,74.9436,75.9269
2015-03-04,120.3522,75.5859,72.9391,139.7798,25.9317,90.0647,139.3181,39.7101,74.7243,75.5646
2015-03-05,118.3579,76.0733,71.9618,139.8885,25.7474,90.0647,137.9252,39.5036,74.0135,75.1852
2015-03-06,118.5358,75.2859,71.7681,138.6659,25.721,89.6964,139.4479,39.5541,74.2592,74.8057
2015-03-09,119.0414,75.4734,70.4914,140.1421,25.3918,88.6858,137.1292,38.866,72.5306,73.8484
2015-03-10,116.5789,74.161,71.1517,138.032,25.7737,89.0283,139.0931,39.3155,72.9079,73.4431
2015-03-11,114.4535,74.4797,70.3593,136.9,25.1592,88.1376,136.5322,38.5632,71.5479,72.6669
2015-03-12,116.5228,76.4577,70.1744,137.6879,24.8081,88.6772,135.6584,38.5173,71.4162,72.46
2015-03-13,115.7175,75.5578,70.6058,137.2623,24.7905,87.71799999999999,136.6793,37.6365,72.0305,72.6324
2015-03-16,116.9909,76.4014,69.7606,139.164,24.5272,87.0328,133.4782,37.9668,71.8023,72.3306
2015-03-17,118.9478,75.98899999999999,70.4121,139.9247,24.8432,88.3261,135.9007,38.1319,73.3203,73.0981
2015-03-18,120.2867,76.7389,69.0738,141.0296,24.7115,88.3603,135.7968,38.2558,72.6973,72.5117
2015-03-19,119.3738,76.4389,71.6096,139.5625,24.7115,91.3836,138.2626,38.9944,73.487,74.2279
2015-03-20,117.8804,77.5264,70.5178,139.9157,24.8081,89.7135,138.2626,38.7971,73.1624,72.7963
2015-03-23,119.10700000000001,77.0577,71.4863,138.3852,24.9661,91.6662,140.9186,39.3431,74.3557,72.9084
2015-03-24,118.6201,76.2796,71.3983,137.3347,24.9354,90.7156,142.4327,39.3201,74.461,73.676
2015-03-25,115.5209,75.0984,70.8612,134.2375,24.5798,89.2425,141.0225,39.3614,73.6362,72.8912
2015-03-26,116.3261,73.5704,70.3153,134.1832,24.1058,90.5014,137.7348,38.0402,72.8377,73.1844
2015-03-27,115.3992,73.0923,70.3329,134.799,23.781,90.1417,138.9374,37.8108,72.0831,72.7187
2015-03-30,118.3205,73.1673,70.148,138.2856,23.8161,89.311,138.773,37.5906,72.2235,72.0805
2015-03-31,116.50399999999999,73.4777,71.6448,135.9129,24.2726,91.5549,140.737,37.5814,72.5833,73.8484
2015-04-01,116.3355,74.2395,70.4649,134.6088,24.3478,89.9105,138.8595,37.3016,71.8988,73.3051
2015-04-02,117.3373,74.9638,70.1216,135.1884,24.1045,89.7478,137.7175,37.3612,72.2323,72.8394
2015-04-06,119.238,74.8979,70.6499,136.6827,23.9984,90.1674,138.8163,36.9667,72.3288,72.7014
2015-04-07,117.9834,73.6752,71.7505,137.9415,24.078000000000003,91.572,140.1919,38.1182,72.8641,73.4172
2015-04-08,117.5995,74.0138,70.914,138.8833,24.2284,92.9595,140.2179,38.1044,72.2937,73.9519
2015-04-09,118.4984,74.4558,70.8259,138.9376,24.3699,91.3493,140.0275,38.0035,72.6271,72.4945
2015-04-10,119.00399999999999,74.8603,71.0373,139.80700000000002,24.4362,91.5977,140.4514,38.0585,72.7324,73.0033
2015-04-13,118.7699,74.5593,72.7278,138.7746,24.8033,91.5635,140.9013,38.2787,73.1361,73.7881
2015-04-14,118.2549,74.7662,72.3228,138.7474,24.7502,91.2123,140.4861,38.3154,73.2063,73.5983
2015-04-15,118.7043,75.0108,73.08,138.0411,24.5999,93.2164,140.4168,38.2145,73.3554,74.7109
2015-04-16,118.1332,76.1019,74.9818,137.6245,24.9891,94.561,142.0001,38.7696,73.2765,75.9614
2015-04-17,116.8037,72.7252,74.8753,135.4782,25.2987,94.3469,141.1349,38.6825,73.2677,75.6595
2015-04-20,119.4721,72.6405,73.9343,138.2584,24.6928,93.4476,139.0066,38.1824,72.4165,74.9696
2015-04-21,118.8261,72.6876,75.1061,138.8561,25.1925,94.4583,143.7564,39.366,72.7149,75.2369
2015-04-22,120.4271,73.7786,74.5024,136.9181,25.3783,93.9786,142.1126,39.1183,72.8991,74.9265
2015-04-23,121.4103,73.5059,75.3458,135.7227,25.3164,93.7817,143.0643,39.4394,72.9079,75.4267
2015-04-24,121.9814,73.3554,75.2748,134.3915,25.365,94.1842,147.2863,39.7651,71.6014,75.4957
2015-04-27,124.2004,72.8851,75.1061,133.8481,25.4933,94.0986,146.8883,43.9215,71.6456,75.0041
2015-04-28,122.2436,72.8851,75.7542,133.5855,25.5552,93.95299999999999,147.7102,44.0683,71.2918,75.0386
2015-04-29,120.4459,72.5747,76.5266,132.3539,25.9356,95.1691,150.4701,45.1005,71.1326,75.7199
2015-04-30,117.1782,72.8475,77.6807,129.8091,25.6967,95.6916,150.8854,45.0133,70.6284,75.7803
2015-05-01,120.7361,73.0638,77.1303,131.0136,25.5021,95.1177,148.1947,44.628,70.3277,75.34899999999999
2015-05-04,120.50200000000001,73.6281,77.5653,130.425,25.7675,93.3877,150.2538,44.6417,71.0176,76.6254
2015-05-05,117.7868,73.2143,77.5031,129.4197,25.8029,92.7711,150.5134,44.2609,71.0707,76.8496
2015-05-06,117.0471,73.2237,77.2368,128.5448,25.5552,92.49700000000001,149.7434,43.6737,70.82300000000001,76.4184
2015-05-07,117.7711,73.7692,77.2279,128.955,25.625999999999998,92.4542,148.2353,42.4626,71.1149,76.0562
2015-05-08,119.99,74.2865,76.7308,132.5733,25.48,92.1287,149.0547,42.848,70.938,75.5474
2015-05-11,118.7677,74.9638,77.512,132.9652,25.855999999999998,93.0537,150.5279,43.8114,71.6102,76.7462
2015-05-12,118.3399,74.3806,78.8082,132.5459,25.8383,91.9489,149.168,43.4627,70.9999,75.4592
2015-05-13,118.4763,75.1143,78.2666,132.7191,25.855999999999998,92.1201,148.6712,43.4444,70.7169,75.6679
2015-05-14,121.2405,75.9514,78.5152,134.8518,25.9621,92.24,150.1792,43.6967,70.4958,75.2679
2015-05-15,121.0712,75.4529,78.7815,133.8674,25.6967,92.8824,151.7222,44.7014,71.2653,75.6244
2015-05-18,122.4063,75.4058,78.5063,133.7125,26.139,93.4446,151.0335,44.3114,71.6899,75.9549
2015-05-19,122.2935,76.5251,78.382,134.0224,26.3248,92.2509,150.8592,44.0499,71.4157,75.5201
2015-05-20,122.2841,76.1489,77.4499,133.4482,26.3027,90.84100000000001,151.2253,43.9391,71.4953,75.6418
2015-05-21,123.5346,75.9608,78.0624,134.2958,26.2009,91.0399,151.4694,43.9391,71.1857,75.7636
2015-05-22,124.6158,76.4216,79.3053,131.9808,26.0329,91.2475,151.1032,43.7914,71.1238,75.8331
2015-05-26,121.8704,75.4246,78.6839,130.1489,25.8825,90.7285,150.1269,43.3111,70.7169,75.2331
2015-05-27,124.1504,75.3494,77.9825,130.3312,25.6083,89.3446,148.305,43.0249,70.0004,74.2158
2015-05-28,123.9013,75.3306,78.0535,129.7205,25.9267,89.1889,149.9351,43.9668,70.2216,74.0071
2015-05-29,122.491,74.9826,76.3579,128.0709,25.9621,89.3013,149.6823,43.8191,70.1685,74.0071
2015-06-01,122.7307,74.7474,75.7453,128.7362,25.9267,89.0937,147.8866,43.2742,69.337,74.0853
2015-06-02,122.1901,75.2365,75.9318,130.559,25.8117,88.7737,148.3486,43.6159,69.7439,74.0245
2015-06-03,122.3405,75.8103,76.4999,131.0694,25.7233,88.7304,147.8866,43.3296,69.4697,74.0332
2015-06-04,121.626,74.64399999999999,76.5532,128.6815,25.7321,88.3758,148.122,43.265,69.4874,73.8679
2015-06-05,120.9584,74.6722,75.8785,128.2623,25.3075,87.7011,146.7795,42.8125,69.1248,73.2332
2015-06-08,120.1592,74.1266,76.3934,128.1803,25.281,87.8741,145.9252,42.6093,68.4879,73.2853
2015-06-09,119.802,74.4653,76.4822,127.6881,25.0112,86.86200000000001,144.1295,42.2307,68.7356,73.781
2015-06-10,121.1747,75.4246,76.9971,129.0734,24.9802,86.86200000000001,144.4259,42.1568,69.7881,73.5462
2015-06-11,120.902,75.5281,78.5507,130.2947,25.3517,88.0817,147.2503,43.0433,70.3542,74.094
2015-06-12,119.5669,74.8039,78.2755,130.1489,25.5287,87.4675,147.1282,42.8863,70.2393,73.9897
2015-06-15,119.3318,74.5405,77.9914,129.6841,25.2456,86.3863,145.5678,42.4523,69.7616,73.0593
2015-06-16,119.9712,74.64399999999999,77.3522,129.7297,25.1925,85.8846,144.9315,41.9952,69.0982,72.7984
2015-06-17,119.6891,75.5469,76.8728,130.7231,25.396,86.5334,145.4371,42.323,69.965,73.6332
2015-06-18,120.2345,75.9702,77.4587,132.5003,25.5906,86.2912,145.7248,42.4523,70.8319,73.6766
2015-06-19,119.031,75.4246,77.6274,132.2725,25.8383,86.715,146.6662,43.1449,71.4864,74.3288
2015-06-22,119.9806,76.4216,77.6984,132.792,25.679000000000002,86.0403,145.5678,42.5724,71.2388,74.094
2015-06-23,119.4353,76.5251,78.3643,131.6345,25.5994,86.7496,146.2129,42.6924,71.1591,74.0592
2015-06-24,120.4507,75.942,78.5241,130.3312,25.4623,86.5766,146.9887,42.3969,70.5754,73.9723
2015-06-25,119.8772,75.1331,78.2755,129.8299,25.2191,85.8673,145.5504,42.1429,70.3277,73.6332
2015-06-26,119.17200000000001,75.1331,76.9882,129.8573,25.1218,85.0629,144.7746,42.1568,70.2216,72.98100000000001
2015-06-29,117.0847,73.1767,77.077,126.4395,25.0156,85.2878,144.2341,41.7966,70.1773,72.9201
2015-06-30,117.9262,73.375,75.7276,126.4304,24.361,83.6356,142.0635,40.9747,69.2751,72.0158
2015-07-01,119.031,74.0169,75.3014,128.2623,24.2903,83.4453,141.7933,40.7716,69.2044,72.3462
2015-07-02,118.8805,73.8376,74.5291,127.7884,24.3794,83.1167,143.3886,41.044,70.5134,71.6245
2015-07-06,118.4669,73.2522,74.9108,128.0709,24.3616,82.9264,143.9116,41.0024,70.6992,72.2941
2015-07-07,118.1754,73.2145,73.8188,130.4679,24.2635,81.9749,143.5978,40.9932,70.8053,71.7636
2015-07-08,115.2419,71.685,74.5646,129.3469,24.3883,82.4074,143.8331,40.9101,72.2825,72.0593
2015-07-09,112.8914,72.0721,73.0376,130.1489,24.0585,80.9282,142.2292,40.8547,71.6368,71.2767
2015-07-10,115.9095,72.9879,72.5227,131.6801,23.9872,81.1185,142.8307,41.1133,71.3449,70.955
2015-07-13,118.1472,74.1397,72.9311,133.6305,24.316999999999997,81.6635,145.533,41.1964,71.6014,71.4941
2015-07-14,118.1002,74.5551,74.2539,134.6604,24.7716,81.8278,147.6512,42.0552,72.4505,71.668
2015-07-15,119.2378,74.1491,74.9818,133.8766,24.9855,82.6496,146.98,42.1291,72.5655,72.268
2015-07-16,120.8268,74.5079,74.7155,135.3348,25.0569,81.5164,146.9103,42.2584,72.6628,71.9636
2015-07-17,121.8704,74.7911,75.047,133.83100000000002,25.244,81.72399999999999,149.0634,43.0895,72.7955,72.0941
2015-07-20,124.1739,74.8666,74.5094,133.7216,25.1192,80.5736,150.3797,43.0526,72.7424,71.8332
2015-07-21,122.9329,74.5362,73.6941,132.154,24.9855,80.3919,150.9986,43.3296,72.6982,71.0941
2015-07-22,117.7335,74.574,73.6672,133.4938,24.8162,81.2223,142.1507,43.6621,72.2029,71.0071
2015-07-23,117.6771,72.7047,71.4631,133.1657,24.5398,80.885,139.7797,42.0552,72.0806,71.1202
2015-07-24,117.0565,71.6567,68.8827,131.2973,24.9677,80.3919,140.9826,42.5816,71.9647,70.555
2015-07-27,115.43,70.7315,68.1838,128.5357,25.3154,78.3679,139.2566,42.4246,71.5991,69.5115
2015-07-28,116.0035,70.9109,67.485,129.2466,25.146,77.105,138.6639,41.8797,71.3137,68.9202
2015-07-29,115.6368,71.4679,69.6891,131.3702,25.146,79.9248,139.5181,41.8705,71.5456,71.7202
2015-07-30,115.0539,71.8644,69.2859,130.3403,25.3154,80.6601,140.4247,42.7478,71.8934,72.2941
2015-07-31,114.0478,71.8078,70.1998,131.3975,25.2262,80.4698,140.3114,43.2927,69.013,72.181
2015-08-03,111.3588,71.7322,70.4506,130.9601,25.3332,76.5341,141.2093,43.1264,68.3977,68.8767
2015-08-04,107.786,71.4868,69.2231,130.8233,25.2797,74.0429,138.35,43.228,68.1301,67.8768
2015-08-05,108.5006,71.36399999999999,68.6318,132.9513,24.9855,73.7056,137.3824,43.9022,67.6932,67.1029
2015-08-06,108.7367,70.807,68.8827,131.9149,25.1995,72.6849,137.6439,43.9391,67.5683,67.1029
2015-08-07,109.105,75.2632,69.4023,130.6308,25.146,73.6883,137.3978,43.0526,67.5416,67.9029
2015-08-10,113.0718,76.7171,69.25,133.786,25.0925,72.4427,136.3431,43.1634,67.3097,66.8072
2015-08-11,107.1878,76.7926,71.8215,132.1258,25.4847,74.2938,137.7758,43.7082,68.1123,68.4768
2015-08-12,108.8406,76.4716,69.922,130.6399,24.9766,74.1986,136.6859,42.8586,67.9696,68.0116
2015-08-13,108.7556,76.245,70.7105,132.8229,24.8697,75.0723,137.2572,43.1634,68.1212,69.1526
2015-08-14,109.5206,76.3866,69.6711,133.0798,25.5828,74.2592,136.2991,43.1541,67.5773,69.0297
2015-08-17,110.654,76.4716,70.3252,132.4836,25.8769,74.3803,136.8968,43.4035,67.4346,68.7752
2015-08-18,110.0306,76.6982,70.37,132.6303,25.6942,72.9,137.389,43.699,67.3543,69.135
2015-08-19,108.6234,76.4244,70.6209,130.9059,25.1816,73.0839,137.1254,43.9407,66.9976,68.3714
2015-08-20,106.3944,74.3568,69.3575,125.6778,24.7805,70.868,135.3059,43.3272,66.0969,66.9057
2015-08-21,99.887,72.7235,68.4616,120.8073,24.1031,69.4052,134.1809,42.4441,65.9097,65.4488
2015-08-24,97.3936,70.4766,67.1982,116.6615,23.595,66.3571,130.8321,40.0365,64.0637,63.3072
2015-08-25,97.9792,69.4098,65.245,115.1022,22.454,63.1689,126.1033,38.7444,61.656000000000006,60.3143
2015-08-26,103.5988,71.4018,64.5641,118.6335,21.9459,61.3296,123.8971,37.6196,61.0139,60.3055
2015-08-27,106.6494,72.5819,66.1858,120.9541,22.8908,64.0185,128.9423,39.7019,63.2255,63.632
2015-08-28,106.9989,72.3648,67.7896,122.2107,23.3276,68.0038,130.5596,40.808,63.7427,65.6945
2015-08-31,106.4983,72.4309,68.0494,119.8626,23.176,70.4475,130.0674,40.8359,63.5019,65.8876
2015-09-01,101.7382,69.8629,68.4884,116.8908,23.0691,70.938,129.9883,40.4548,63.0204,66.0368
2015-09-02,106.1016,70.7504,67.1086,119.8167,22.3916,68.4855,125.4089,38.8745,61.442,63.2633
2015-09-03,104.241,71.0525,68.1838,120.1744,22.864,68.3717,127.492,40.3061,62.2535,64.2727
2015-09-04,103.2021,69.9385,66.7055,119.0187,23.0869,68.5469,129.0126,40.4362,62.3605,64.7642
2015-09-08,106.0733,71.2696,65.4959,122.7427,22.7482,67.1542,126.3055,39.6089,61.3171,63.5969
2015-09-09,104.0332,70.9203,66.5711,121.6695,23.4434,67.3031,129.4082,40.7987,62.4051,64.5096
2015-09-10,106.3189,71.0997,65.3704,122.495,23.1225,65.6214,127.492,40.0365,61.0674,63.1931
2015-09-11,107.8678,71.2791,64.8866,123.5223,23.4078,66.2695,128.5028,40.241,60.9248,63.6495
2015-09-14,108.9067,70.9392,65.0748,123.3022,23.1939,66.3834,129.5312,40.4176,61.0139,63.7987
2015-09-15,109.8228,72.2232,65.2002,125.0174,22.9086,66.3659,128.0194,40.0086,60.6929,63.6232
2015-09-16,109.9456,72.9973,66.8219,125.8429,23.1582,67.5921,129.6718,40.8824,61.9324,63.9479
2015-09-17,107.5939,72.7519,67.7717,126.0722,23.2384,69.2125,130.4453,41.1799,62.5121,65.2118
2015-09-18,107.15,71.7039,66.35600000000001,124.8248,23.0691,69.5541,130.208,41.1334,62.6369,65.3522
2015-09-21,108.8123,72.4498,64.3849,124.7606,22.766,68.0914,127.0174,40.4176,62.3694,63.7899
2015-09-22,107.1028,71.4773,64.6537,122.8986,22.766,68.398,128.7489,41.0032,63.0026,64.4131
2015-09-23,107.9717,71.4018,64.2236,120.7706,22.4094,67.6622,126.9471,40.808,62.5923,63.8426
2015-09-24,108.6139,70.5144,62.8976,119.0096,22.5342,66.6725,126.2703,40.7801,62.6548,63.4564
2015-09-25,108.34,70.9014,58.9553,120.1653,22.6501,67.3469,126.9295,40.8173,63.6357,63.8338
2015-09-28,106.1961,69.2398,58.2206,117.5237,23.1983,68.0564,127.8172,40.8452,64.8039,64.2727
2015-09-29,103.0038,69.0133,57.1543,118.0923,22.873,66.3659,125.2683,40.241,64.0013,63.7197
2015-09-30,104.1749,69.9857,57.6203,120.1102,22.8551,66.7863,125.2243,40.3804,64.4561,64.0445
2015-10-01,103.4949,69.7591,58.56100000000001,119.7984,23.3989,69.0899,127.4217,41.1427,64.1529,65.2557
2015-10-02,104.2505,70.25,57.6919,121.587,23.1203,68.6169,126.2088,41.468,64.1618,65.0011
2015-10-05,104.6283,72.9784,58.8657,122.9261,23.1473,71.4285,127.0789,42.3604,64.581,66.5985
2015-10-06,105.1288,72.6102,61.9837,123.4856,24.1267,73.6007,130.9991,43.3458,65.2944,67.4148
2015-10-07,104.6283,73.141,63.4531,125.6778,24.4682,76.1933,130.7705,43.4573,65.4549,68.3627
2015-10-08,103.4193,73.141,63.0588,127.5306,24.7467,77.1831,131.922,43.5038,65.7402,69.5124
2015-10-09,105.8939,73.2831,64.367,128.1359,25.0792,78.7509,133.8469,44.108000000000004,66.3466,70.2409
2015-10-12,105.4027,73.2642,63.8831,129.0348,25.0792,78.4531,133.9435,43.7919,66.418,69.5651
2015-10-13,105.5822,72.5913,63.1663,128.6771,25.1241,77.7261,132.8449,43.6897,66.2842,69.6002
2015-10-14,104.0899,72.1838,62.8707,123.1096,25.0253,77.4108,131.5088,43.5874,66.08800000000001,69.4773
2015-10-15,105.6483,72.72399999999999,63.3545,126.0171,24.9983,78.6195,131.8516,43.3922,66.1772,70.355
2015-10-16,104.8738,73.1694,63.461999999999996,126.2098,25.2949,79.4604,131.922,43.699,66.2307,71.5135
2015-10-19,105.5255,72.9704,62.4316,126.9619,25.3847,79.9596,132.1856,44.1638,66.7925,72.3912
2015-10-20,107.4522,72.923,62.0643,127.3838,25.3847,78.85600000000001,131.1573,44.266000000000005,67.0244,71.0835
2015-10-21,107.4428,72.506,62.9603,129.5026,25.6094,78.821,123.6159,44.4055,66.3734,70.9431
2015-10-22,109.0862,68.7059,62.4227,134.1988,25.4117,78.2429,123.86200000000001,43.8756,66.214,70.3989
2015-10-23,112.4674,70.6865,64.2165,134.5565,26.0676,80.2487,126.6482,44.6472,67.3477,72.7511
2015-10-26,108.8784,70.3074,65.0048,134.5565,26.3732,79.9159,127.1668,49.1463,69.3092,72.8301
2015-10-27,108.1889,70.1369,64.7964,136.1708,26.0137,77.7524,126.2703,50.4291,69.7231,71.2854
2015-10-28,112.6468,70.5538,63.7726,135.6388,26.1036,76.8152,121.1724,49.9085,69.5432,71.1713
2015-10-29,113.8368,70.3359,65.2041,134.9967,26.3821,78.6458,123.7829,50.1781,68.8413,72.2157
2015-10-30,112.86399999999999,69.4261,65.2041,135.8131,26.1845,78.7334,123.5368,49.6018,69.3002,72.1718
2015-11-02,114.4507,70.0705,66.1282,136.1158,25.9239,79.6005,123.1236,48.9325,68.7244,72.6194
2015-11-03,115.7636,70.1558,67.3513,135.8314,25.851999999999997,83.1742,123.3785,49.4902,68.9223,74.8487
2015-11-04,115.2252,70.1937,67.7227,136.7636,25.7082,85.9595,124.7058,50.3361,69.3272,76.2267
2015-11-05,114.694,70.061,67.5415,136.5605,25.5824,84.7595,124.486,50.5685,69.3362,75.4631
2015-11-06,114.8268,70.4117,67.2425,136.5328,25.5465,82.815,122.9566,50.5499,68.7334,74.4362
2015-11-09,114.36200000000001,69.5777,66.8983,134.724,25.5644,82.3596,122.655,51.0519,67.9956,74.1378
2015-11-10,110.7577,69.5304,65.1316,133.958,25.3218,80.8618,120.0466,50.3454,67.8426,72.5531
2015-11-11,110.1317,69.0944,65.6208,133.8103,25.1421,81.6589,120.1886,49.7412,68.1755,72.9072
2015-11-12,109.7617,68.2131,65.1497,131.5492,24.9983,80.7479,119.7893,49.8713,68.3465,72.2609
2015-11-13,106.5558,67.4739,62.2052,131.5954,25.0073,78.7071,118.0327,49.5646,67.1768,70.3043
2015-11-16,108.2963,67.9098,63.083999999999996,133.2842,23.5516,77.6736,116.8882,49.1184,66.5469,69.1445
2015-11-17,107.8363,67.3886,63.7726,134.8163,24.0728,81.0781,118.6271,49.9782,67.7526,71.6235
2015-11-18,111.2509,68.3742,62.8666,136.8466,24.0908,80.7057,118.7247,49.5711,67.5457,70.7913
2015-11-19,112.6642,68.9333,63.7092,137.7326,24.3693,81.7519,120.4991,50.3947,68.2925,71.4818
2015-11-20,113.1574,68.6301,63.4374,137.8803,24.594,80.5284,121.3153,50.4789,68.5804,71.0923
2015-11-23,111.6872,68.4595,64.4521,136.90200000000002,24.7737,78.9148,122.8768,50.7129,68.2205,70.6407
2015-11-24,112.759,67.8814,64.3434,137.1881,24.6479,79.8014,122.8413,50.7129,68.3555,71.0746
2015-11-25,111.9528,67.9383,64.6877,136.0622,24.5041,80.9894,122.9655,50.769,68.7874,72.4911
2015-11-27,111.7441,68.0899,64.7692,135.6192,24.4772,80.5639,122.4332,50.2449,68.2925,71.9333
2015-11-30,112.2089,67.8909,64.5246,134.2348,24.549,80.1206,122.8413,50.4695,68.1125,71.9156
2015-12-01,111.2983,68.4216,65.8201,136.3483,24.4861,80.9628,123.693,50.8626,67.3387,72.2963
2015-12-02,110.2929,67.4739,64.8326,135.6284,24.7737,81.9913,125.3432,51.6768,68.3285,72.4999
2015-12-03,109.2685,66.7347,64.3524,134.3363,24.6569,80.0142,123.9414,51.6674,68.1935,70.4283
2015-12-04,112.9013,67.3792,63.0931,137.0497,24.2166,78.773,123.2494,50.7222,68.1485,69.419
2015-12-07,112.1899,66.9148,63.4011,137.0035,24.6928,79.5354,124.5891,52.3225,70.029,69.8174
2015-12-08,112.1425,66.2514,61.9334,133.8103,24.7018,77.381,123.8084,52.2289,70.5149,67.9936
2015-12-09,109.6669,66.204,60.2845,133.1181,24.3963,76.6363,122.4776,52.2102,69.9571,66.0724
2015-12-10,110.1886,66.441,59.7138,135.1208,24.0189,77.6647,121.2,51.4522,69.9121,66.9578
2015-12-11,107.3525,65.2564,60.1396,133.4688,24.0548,79.1719,121.3508,51.7236,69.993,67.0109
2015-12-14,106.6886,65.2279,59.2789,131.9737,23.5067,76.6363,119.3901,50.5912,69.984,65.8157
2015-12-15,104.801,66.4789,59.903999999999996,135.2316,23.8032,79.1985,120.5967,51.6019,70.4429,67.3119
2015-12-16,105.6073,67.0096,60.4748,136.6897,24.1267,82.2395,122.2469,51.6581,71.6936,70.322
2015-12-17,103.3688,65.9292,61.3536,134.3363,24.4727,82.8424,123.5777,52.5284,72.8723,70.0741
2015-12-18,100.5707,64.3182,58.7987,128.8174,24.0099,80.2713,121.3242,52.126000000000005,72.2425,69.0206
2015-12-21,101.8037,64.8204,58.989,130.0357,23.6055,79.6241,119.6829,50.6567,70.29899999999999,68.4186
2015-12-22,101.7089,65.2469,59.1068,131.4015,23.9335,79.1187,120.2152,51.3118,71.0368,68.4009
2015-12-23,103.0178,66.3083,61.9787,132.952,24.1627,80.0319,122.3711,51.7984,71.6216,68.7461
